Agency Name,Location Name,Address,City,Zip code,County,Congress Dist,Congressional Full Name,Rep Dist,Rep Full Name,Senate Dist,Senator Full Name,Bldg Status,Year Acquired,Year Constructed,Square Footage,Total Floors,Floors Above Grade,Floors Below Grade,Usage Description,Usage Description 2,Usage Description 3
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,6064,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,160,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,160,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,160,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,160,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,160,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,145,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,30142,2,2,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,30142,2,2,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,30142,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,30142,2,2,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,30142,2,2,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,30142,2,2,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,30142,2,2,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,2805,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Lawrence Correctional Center - Lawrence County,Route 2,Sumner,62466,Lawrence,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2000,2000,30142,2,2,0,Detention & Correc,Detention & Correc,Not provided
Illinois Board of Higher Education,Illinois Math and Science Academy - Aurora,1500 W Sullivan Road,Aurora,60506,Kane,11,Bill Foster,83,Chapa LaVia Linda,42,Linda Holmes,In Use,1977,1976,332000,2,2,0,Education,Education,Not provided
Illinois Board of Higher Education,Illinois Math and Science Academy - Aurora,1500 W Sullivan Road,Aurora,60506,Kane,11,Bill Foster,83,Chapa LaVia Linda,42,Linda Holmes,In Use,1988,1987,29836,2,2,0,Residential,Residential,Not provided
Illinois Board of Higher Education,Illinois Math and Science Academy - Aurora,1500 W Sullivan Road,Aurora,60506,Kane,11,Bill Foster,83,Chapa LaVia Linda,42,Linda Holmes,In Use,1988,1987,29836,2,2,0,Residential,Residential,Not provided
Illinois Board of Higher Education,Illinois Math and Science Academy - Aurora,1500 W Sullivan Road,Aurora,60506,Kane,11,Bill Foster,83,Chapa LaVia Linda,42,Linda Holmes,In Use,1989,1987,29836,2,2,0,Residential,Residential,Not provided
Illinois Board of Higher Education,Illinois Math and Science Academy - Aurora,1500 W Sullivan Road,Aurora,60506,Kane,11,Bill Foster,83,Chapa LaVia Linda,42,Linda Holmes,In Use,1989,1987,29836,2,2,0,Residential,Residential,Not provided
Illinois Board of Higher Education,Illinois Math and Science Academy - Aurora,1500 W Sullivan Road,Aurora,60506,Kane,11,Bill Foster,83,Chapa LaVia Linda,42,Linda Holmes,In Use,1989,1988,29836,2,2,0,Residential,Residential,Not provided
Illinois Board of Higher Education,Illinois Math and Science Academy - Aurora,1500 W Sullivan Road,Aurora,60506,Kane,11,Bill Foster,83,Chapa LaVia Linda,42,Linda Holmes,In Use,1990,1990,29836,2,2,0,Residential,Residential,Not provided
Illinois Board of Higher Education,Illinois Math and Science Academy - Aurora,1500 W Sullivan Road,Aurora,60506,Kane,11,Bill Foster,83,Chapa LaVia Linda,42,Linda Holmes,In Use,1990,1990,29836,2,2,0,Residential,Residential,Not provided
Illinois Board of Higher Education,Illinois Math and Science Academy - Aurora,1500 W Sullivan Road,Aurora,60506,Kane,11,Bill Foster,83,Chapa LaVia Linda,42,Linda Holmes,In Use,1992,1992,2500,1,1,0,Industrial,Industrial,Not provided
Illinois Board of Higher Education,Illinois Math and Science Academy - Aurora,1500 W Sullivan Road,Aurora,60506,Kane,11,Bill Foster,83,Chapa LaVia Linda,42,Linda Holmes,In Use,2000,2000,2464,1,1,0,Storage,Storage,Not provided
Department of Transportation,Northside Garage - Harlem/Irving Team Section,7151 Forest Preserve Dirve,Chicago,60634,Cook,5,Mike Quigley,19,Martwick Robert,10,John G. Mulroe,In Use,1959,1959,30991,1,1,0,Industrial,Industrial,Storage
Department of Transportation,Northside Garage - Harlem/Irving Team Section,7151 Forest Preserve Drive,Chicago,60634,Cook,5,Mike Quigley,19,Martwick Robert,10,John G. Mulroe,In Use,1959,1959,2704,1,1,0,Storage,Storage,Not provided
Department of Transportation,Arlington Heights Maint. Storage Facility - Cook Co.,210 East Noyes Street,Arlington Heights,60005,Cook,9,Janice Schakowsky,53,Harris David,27,Tom Rooney,In Use,1964,1964,17400,2,2,0,Storage,Storage,Not provided
Department of Transportation,Arlington Heights Maint. Storage Facility - Cook Co.,210 East Noyes Street,Arlington Heights,60005,Cook,9,Janice Schakowsky,53,Harris David,27,Tom Rooney,In Use,1953,1953,3200,1,1,0,Storage,Storage,Not provided
Department of Transportation,East Chicago Heights,Us 30 & Torrence Ave,Chicago Heights,60411,Cook,2,Robin Kelly,33,"Evans, Jr. Marcus C.",17,Donne E. Trotter,In Use,1986,1986,400,1,1,0,Unusual,Unusual,Not provided
Department of Transportation,Calumet City Maintenance Yard - Cook County,16915 Van Dam Road,South Holland,60473,Cook,2,Robin Kelly,29,Jones Thaddeus,15,"Napoleon Harris, III",In Use,1958,1958,14256,1,1,0,Storage,Storage,Not provided
Department of Transportation,Calumet City Maintenance Yard - Cook County,16915 Van Dam Road,South Holland,60473,Cook,2,Robin Kelly,29,Jones Thaddeus,15,"Napoleon Harris, III",In Use,1958,1958,63,1,1,0,Industrial,Industrial,Not provided
Department of Transportation,Edens Expressway (Salt Storage) - Cook County,#2 Happ Road,Northfield,60093,Cook,17,Cheri Bustos,72,Halpin Michael,36,Neil Anderson,In Use,1955,1955,10800,4,2,2,Storage,Storage,Not provided
Department of Transportation,Edens Expressway (Salt Storage) - Cook County,#2 Happ Road,Northfield,60093,Cook,17,Cheri Bustos,72,Halpin Michael,36,Neil Anderson,In Use,1964,1964,25,1,1,0,Industrial,Industrial,Not provided
Department of Transportation,Hillside Maintenance Storage Facility - Cook County,East Ave And May Street,Hillside,60162,Cook,17,Cheri Bustos,72,Halpin Michael,36,Neil Anderson,In Use,1957,1957,9360,2,2,0,Storage,Storage,Not provided
Department of Transportation,Eisenhower Expressway - Cook County,5201 West Flourney,Chicago,60644,Cook,7,Danny K. Davis,8,Ford LaShawn K.,4,Kimberly A. Lightford,Abandon,1964,1964,25,1,1,0,Storage,Storage,Not provided
Department of Transportation,Harvey Maintenance Storage Facility-Cook County,16738 Lathrop,Harvey,60426,Cook,2,Robin Kelly,30,Davis William,15,"Napoleon Harris, III",In Use,1940,1940,19840,2,2,0,Storage,Storage,Not provided
Department of Transportation,Northbrook Maintenance Storage Facility - Cook County,1916 Techny Road,Northbrook,60062,Cook,9,Janice Schakowsky,17,Fine Laura,9,Daniel Biss,In Use,1963,1963,21012,1,1,0,Storage,Storage,Not provided
Department of Transportation,Northbrook Maintenance Storage Facility - Cook County,1916 Techny Road,Northbrook,60062,Cook,9,Janice Schakowsky,17,Fine Laura,9,Daniel Biss,In Use,1980,1980,4500,1,1,0,Storage,Storage,Not provided
Department of Transportation,Northbrook Maintenance Storage Facility - Cook County,1916 Techny Road,Northbrook,60062,Cook,9,Janice Schakowsky,17,Fine Laura,9,Daniel Biss,In Use,1963,1963,4220,1,1,0,Storage,Storage,Not provided
Department of Transportation,Kennedy Expressway - Cook County,5027 North Central Ave,Chicago,60630,Cook,5,Mike Quigley,19,Martwick Robert,10,John G. Mulroe,In Use,1980,1980,25,1,1,0,Industrial,Industrial,Not provided
Department of Transportation,Kennedy Expressway - Cook County,5027 North Central Ave,Chicago,60630,Cook,5,Mike Quigley,19,Martwick Robert,10,John G. Mulroe,In Use,1963,1963,19692,1,1,0,Storage,Storage,Not provided
Department of Transportation,Kennedy Expressway - Cook County,5027 North Central Ave,Chicago,60630,Cook,5,Mike Quigley,19,Martwick Robert,10,John G. Mulroe,In Use,1964,1964,1728,1,1,0,Business,Business,Not provided
Department of Transportation,Dan Ryan Maintenance Facility - Cook County,6543 S Wentworth Ave,Chicago,60621,Cook,1,Bobby L. Rush,6,Harper Sonya M.,3,Mattie Hunter,In Use,1965,1965,15840,1,1,0,Storage,Storage,Not provided
Department of Transportation,Dan Ryan Maintenance Facility - Cook County,6543 S Wentworth Ave,Chicago,60621,Cook,1,Bobby L. Rush,6,Harper Sonya M.,3,Mattie Hunter,In Use,1965,1965,7676,2,2,0,Storage,Storage,Not provided
Department of Transportation,Alsip Maintenance Yard - Cook County,119th East Of Ridgeland,Alsip,60482,Cook,1,Bobby L. Rush,35,Hurley Frances Ann,18,Bill Cunningham,In Use,1966,1966,19296,2,2,0,Storage,Storage,Not provided
Department of Transportation,Alsip Maintenance Yard - Cook County,119th East Of Ridgeland,Alsip,60482,Cook,1,Bobby L. Rush,35,Hurley Frances Ann,18,Bill Cunningham,In Use,1966,1966,7056,2,2,0,Storage,Storage,Not provided
Department of Transportation,Alsip Maintenance Yard - Cook County,119th East Of Ridgeland,Alsip,60482,Cook,1,Bobby L. Rush,35,Hurley Frances Ann,18,Bill Cunningham,In Use,1998,1998,1299,1,1,0,Storage,Storage,Not provided
Department of Transportation,Alsip Maintenance Yard - Cook County,119th East Of Ridgeland,Alsip,60482,Cook,1,Bobby L. Rush,35,Hurley Frances Ann,18,Bill Cunningham,In Use,1998,1998,1275,1,1,0,Storage,Storage,Not provided
Department of Transportation,Hillside Maintenance Storage Facility - Cook County,East Ave And May Street,Hillside,60162,Cook,17,Cheri Bustos,72,Halpin Michael,36,Neil Anderson,In Use,1978,1978,8064,1,1,0,Storage,Storage,Not provided
Department of Transportation,Hillside Maintenance Storage Facility - Cook County,East Ave And May Street,Hillside,60162,Cook,17,Cheri Bustos,72,Halpin Michael,36,Neil Anderson,In Use,1985,1985,7850,1,1,0,Storage,Storage,Not provided
Department of Transportation,Alsip Maintenance Yard - Cook County,119th East Of Ridgeland,Alsip,60482,Cook,1,Bobby L. Rush,35,Hurley Frances Ann,18,Bill Cunningham,In Use,1998,1998,25,1,1,0,Industrial,Industrial,Not provided
Department of Transportation,St. Charles Maintenance Storage Facility - Kane Co.,1425 South Avenue,St Charles,60174,Kane,14,Randy Hultgren,49,Fortner Mike,25,Jim Oberweis,In Use,1987,1987,14400,1,1,0,Storage,Storage,Not provided
Department of Transportation,St. Charles Maintenance Storage Facility - Kane Co.,1425 South Avenue,St Charles,60174,Kane,14,Randy Hultgren,49,Fortner Mike,25,Jim Oberweis,In Use,1987,1986,10560,1,1,0,Storage,Storage,Not provided
Department of Transportation,Bolingbrook Maintenance Storage Facility - Will County,S Of Il 53,Bolingbrook,60439,Will,11,Bill Foster,85,Connor John,43,Pat McGuire,In Use,1985,1985,240,1,1,0,Unusual,Unusual,Not provided
Department of Transportation,Bolingbrook Maintenance Storage Facility - Will County,S Of Il 53,Bolingbrook,60439,Will,11,Bill Foster,85,Connor John,43,Pat McGuire,In Use,1985,1985,240,1,1,0,Unusual,Unusual,Not provided
Department of Transportation,Bolingbrook Maintenance Storage Facility - Will County,Rr 5 Bolingbrook,Bolingbrook,60439,Will,11,Bill Foster,85,Connor John,43,Pat McGuire,In Use,1989,1989,5280,1,1,0,Storage,Storage,Not provided
Department of Transportation,Peotone Weigh Stations (Northbound/Southbound),1.5 Miles N Of Wilmington,Peotone,60468,Will,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,1972,1972,450,1,1,0,Unusual,Unusual,Not provided
Department of Transportation,Peotone Weigh Stations (Northbound/Southbound),1.5 Miles N Of Wilmington,Peotone,60468,Will,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,1972,1972,450,1,1,0,Unusual,Unusual,Not provided
Department of Transportation,Milan Maintenance Storage Facility,R.r. #1 Box 147(4240 60th St),Moline,61265,Rock Island,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,1994,1983,3392,1,1,0,Unusual,Unusual,Not provided
Department of Transportation,Frankfort,"I-80, 1 Mile E. Rt45 & Harlem",Fox River Heights,60423,Will,1,Bobby L. Rush,80,DeLuca Anthony,40,Toi W. Hutchinson,In Use,1972,1972,450,1,1,0,Unusual,Unusual,Not provided
Department of Transportation,Frankfort,"I-80, 1 Mile E. Rt45 & Harlem",Fox River Heights,60423,Will,1,Bobby L. Rush,80,DeLuca Anthony,40,Toi W. Hutchinson,In Use,1972,1972,450,1,1,0,Unusual,Unusual,Not provided
Department of Transportation,Lake Zurich,700 South Ela Road,Lake Zurich,60048,Lake,6,Peter J. Roskam,51,Sauer Nick,26,Dan McConchie,In Use,2005,2005,3696,1,1,0,Storage,Storage,Not provided
Department of Transportation,St. Charles Maintenance Storage Facility - Kane Co.,1425 South Avenue,St Charles,60174,Kane,14,Randy Hultgren,49,Fortner Mike,25,Jim Oberweis,In Use,1989,1989,8736,1,1,0,Storage,Storage,Not provided
Department of Transportation,District 1 Headquarters - Schaumburg,699 Milwaukee Avenue,Prospect Heights,60070,Cook,8,Tammy Duckworth,44,Crespo Fred,22,Cristina Castro,In Use,1975,1975,1108,5,3,2,Industrial,Industrial,Not provided
Department of Transportation,District 1 Headquarters - Schaumburg,17701 South Harlem5-rock I Rr,Tinley Park,60477,Cook,8,Tammy Duckworth,44,Crespo Fred,22,Cristina Castro,In Use,1972,1972,660,3,2,1,Industrial,Industrial,Not provided
Department of Transportation,Naperville Maintenance Yard,U.s. 34 & N Aurora Rd,Naperville,60540,DuPage,11,Bill Foster,41,Wehrli Grant,21,Michael Connelly,In Use,1985,1985,20,1,1,0,Storage,Storage,Not provided
Department of Transportation,Naperville Maintenance Yard,U.s. 34 & N Aurora Rd,Naperville,60540,DuPage,11,Bill Foster,41,Wehrli Grant,21,Michael Connelly,In Use,1985,1985,20,1,1,0,Storage,Storage,Not provided
Department of Transportation,Naperville Maintenance Yard,U.s. 34 & N Aurora Rd,Naperville,60540,DuPage,11,Bill Foster,41,Wehrli Grant,21,Michael Connelly,In Use,1985,1985,20,1,1,0,Storage,Storage,Not provided
Department of Transportation,Naperville Maintenance Yard,U.s. 34 & N Aurora Rd,Naperville,60540,DuPage,11,Bill Foster,41,Wehrli Grant,21,Michael Connelly,In Use,1985,1985,20,1,1,0,Storage,Storage,Not provided
Department of Transportation,Naperville Maintenance Yard,U.s. 34 & N Aurora Rd,Naperville,60540,DuPage,11,Bill Foster,41,Wehrli Grant,21,Michael Connelly,In Use,1986,1986,32,1,1,0,Storage,Storage,Not provided
Department of Transportation,Naperville Maintenance Yard,U.s. 34 & N Aurora Rd,Naperville,60540,DuPage,11,Bill Foster,41,Wehrli Grant,21,Michael Connelly,In Use,1986,1986,16,1,1,0,Storage,Storage,Not provided
Department of Transportation,Birds Bridge - Minooka,"Rfd #2, Box 194a",Minooka,60447,Will,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,1994,1994,5278,1,1,0,Storage,Storage,Not provided
Department of Transportation,Naperville Maintenance Yard,U.s. 34 & N Aurora Rd,Naperville,60540,DuPage,11,Bill Foster,41,Wehrli Grant,21,Michael Connelly,In Use,1980,1980,12,1,1,0,Storage,Storage,Not provided
Department of Transportation,Naperville Maintenance Yard,U.s. 34 & N Aurora Rd,Naperville,60540,DuPage,11,Bill Foster,41,Wehrli Grant,21,Michael Connelly,In Use,1960,1960,384,1,1,0,Storage,Storage,Not provided
Department of Transportation,Joliet Maintenance Storage Facility - Will County,Bridge At Bluff Sts,Lockport,60435,Will,3,Daniel William Lipinski,85,Connor John,43,Pat McGuire,In Use,1950,1950,6197,2,2,0,Business,Business,Not provided
Department of Transportation,Joliet Maintenance Storage Facility - Will County,Caton Farm Road & Il 53,Lockport,60441,Will,3,Daniel William Lipinski,85,Connor John,43,Pat McGuire,In Use,1955,1955,6750,1,1,0,Storage,Storage,Not provided
Department of Transportation,Naperville Maintenance Yard,U.s. 34 & N Aurora Rd,Naperville,60540,DuPage,11,Bill Foster,41,Wehrli Grant,21,Michael Connelly,In Use,1962,1962,3024,1,1,0,Storage,Storage,Not provided
Department of Transportation,Elgin Maintenance Storage Facility - Kane Co.,595 South State,Elgin,60123,Kane,8,Tammy Duckworth,43,Moeller Anna,22,Cristina Castro,In Use,1956,1956,4500,1,1,0,Industrial,Industrial,Not provided
