sentences,axes,axes2,ptypes,dnames,vids,scores,scores2
Generate a line chart with 'Release Year' as the independent variable and the mean of 'AVG (Production Budget)' as the dependent variable.,Non-technical-Technical,Implicit-Explicit,command,movies,line,1,5
Can you generate a line chart with 'Release Year' as the independent variable and the mean of 'AVG (Production Budget)' as the dependent variable?,Non-technical-Technical,Implicit-Explicit,command,movies,line,2,5
Please generate a line chart with 'Release Year' as the independent variable and the mean of 'AVG (Production Budget)' as the dependent variable.,Non-technical-Technical,Implicit-Explicit,command,movies,line,3,5
I need a line chart with 'Release Year' as the independent variable and the mean of 'AVG (Production Budget)' as the dependent variable.,Non-technical-Technical,Implicit-Explicit,command,movies,line,4,5
Generate a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.,Non-technical-Technical,Implicit-Explicit,command,movies,line,5,5
I feel like it would be interesting to see a line chart with 'Release Year' as the x-axis and the average of 'AVG (Production Budget)' as the y-axis. What do you think?,Subjective-Objective,Implicit-Explicit,command,movies,line,1,1
I think it would be a good idea to have a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis. Can you figure out how to do that?,Subjective-Objective,Implicit-Explicit,command,movies,line,2,1
I believe a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis would be beneficial. Can you make that happen?,Subjective-Objective,Implicit-Explicit,command,movies,line,3,1
I feel that a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis would be the best way to present this data. Can you create that?,Subjective-Objective,Implicit-Explicit,command,movies,line,4,1
I think a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis would be the best representation. Please create this chart.,Subjective-Objective,Implicit-Explicit,command,movies,line,5,1
It seems like a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis would be a good idea. What's your take on this?,Subjective-Objective,Implicit-Explicit,command,movies,line,1,2
A line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis might be a good way to visualize this data. Can you work on that?,Subjective-Objective,Implicit-Explicit,command,movies,line,2,2
It would be helpful to have a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis. Can you create this?,Subjective-Objective,Implicit-Explicit,command,movies,line,3,2
A line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis would be a good representation. Can you make this chart?,Subjective-Objective,Implicit-Explicit,command,movies,line,4,2
A line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis would be beneficial. Please create this chart.,Subjective-Objective,Implicit-Explicit,command,movies,line,5,2
How about a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis?,Subjective-Objective,Implicit-Explicit,command,movies,line,1,3
A line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis could be a good idea. Can you figure out how to do that?,Subjective-Objective,Implicit-Explicit,command,movies,line,2,3
A line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis would be helpful. Can you make that happen?,Subjective-Objective,Implicit-Explicit,command,movies,line,3,3
A line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis would be a good representation. Can you create that?,Subjective-Objective,Implicit-Explicit,command,movies,line,4,3
A line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis would be beneficial. Please create this chart.,Subjective-Objective,Implicit-Explicit,command,movies,line,5,3
Consider creating a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.,Subjective-Objective,Implicit-Explicit,command,movies,line,1,4
A line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis would be a good way to visualize this data. Can you work on that?,Subjective-Objective,Implicit-Explicit,command,movies,line,2,4
A line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis would be helpful. Can you create this?,Subjective-Objective,Implicit-Explicit,command,movies,line,3,4
A line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis would be a good representation. Can you make this chart?,Subjective-Objective,Implicit-Explicit,command,movies,line,4,4
A line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis would be beneficial. Please create this chart.,Subjective-Objective,Implicit-Explicit,command,movies,line,5,4
Create a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.,Subjective-Objective,Implicit-Explicit,command,movies,line,1,5
A line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis is needed. Can you figure out how to do that?,Subjective-Objective,Implicit-Explicit,command,movies,line,2,5
A line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis is required. Can you make that happen?,Subjective-Objective,Implicit-Explicit,command,movies,line,3,5
A line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis is necessary. Can you create that?,Subjective-Objective,Implicit-Explicit,command,movies,line,4,5
Create a line chart with 'Release Year' on the x-axis and the mean of 'AVG (Production Budget)' on the y-axis.,Subjective-Objective,Implicit-Explicit,command,movies,line,5,5
It's a simple graph showing the average budget over the years.,Colloquial-Standard,Non-technical-Technical,query,movies,line,1,1
It's a graph showing the average budget over the years.,Colloquial-Standard,Non-technical-Technical,query,movies,line,2,1
It's a line graph showing the average production budget over the years.,Colloquial-Standard,Non-technical-Technical,query,movies,line,3,1
It's a line graph showing the mean of the production budget over the years.,Colloquial-Standard,Non-technical-Technical,query,movies,line,4,1
It's a line chart representing the mean of the 'AVG (Production Budget)' over the 'Release Year'.,Colloquial-Standard,Non-technical-Technical,query,movies,line,5,1
This is a graph showing the average budget over the years.,Colloquial-Standard,Non-technical-Technical,query,movies,line,1,2
This is a graph showing the average budget over the years.,Colloquial-Standard,Non-technical-Technical,query,movies,line,2,2
This is a line graph showing the average production budget over the years.,Colloquial-Standard,Non-technical-Technical,query,movies,line,3,2
This is a line graph showing the mean of the production budget over the years.,Colloquial-Standard,Non-technical-Technical,query,movies,line,4,2
This is a line chart representing the mean of the 'AVG (Production Budget)' over the 'Release Year'.,Colloquial-Standard,Non-technical-Technical,query,movies,line,5,2
We have a graph here showing the average budget over the years.,Colloquial-Standard,Non-technical-Technical,query,movies,line,1,3
We have a graph here showing the average budget over the years.,Colloquial-Standard,Non-technical-Technical,query,movies,line,2,3
We have a line graph here showing the average production budget over the years.,Colloquial-Standard,Non-technical-Technical,query,movies,line,3,3
We have a line graph here showing the mean of the production budget over the years.,Colloquial-Standard,Non-technical-Technical,query,movies,line,4,3
We have a line chart here representing the mean of the 'AVG (Production Budget)' over the 'Release Year'.,Colloquial-Standard,Non-technical-Technical,query,movies,line,5,3
The graph illustrates the average budget over the years.,Colloquial-Standard,Non-technical-Technical,query,movies,line,1,4
The graph illustrates the average budget over the years.,Colloquial-Standard,Non-technical-Technical,query,movies,line,2,4
The line graph illustrates the average production budget over the years.,Colloquial-Standard,Non-technical-Technical,query,movies,line,3,4
The line graph illustrates the mean of the production budget over the years.,Colloquial-Standard,Non-technical-Technical,query,movies,line,4,4
The line chart illustrates the mean of the 'AVG (Production Budget)' over the 'Release Year'.,Colloquial-Standard,Non-technical-Technical,query,movies,line,5,4
The graph delineates the average budget over the years.,Colloquial-Standard,Non-technical-Technical,query,movies,line,1,5
The graph delineates the average budget over the years.,Colloquial-Standard,Non-technical-Technical,query,movies,line,2,5
The line graph delineates the average production budget over the years.,Colloquial-Standard,Non-technical-Technical,query,movies,line,3,5
The line graph delineates the mean of the production budget over the years.,Colloquial-Standard,Non-technical-Technical,query,movies,line,4,5
The line chart delineates the mean of the 'AVG (Production Budget)' over the 'Release Year'.,Colloquial-Standard,Non-technical-Technical,query,movies,line,5,5
"""You know, it's like a line graph thingy showing the average production budget over the years.""",Colloquial-Standard,Subjective-Objective,query,movies,line,1,1
"""It's a line graph, right? Showing the average production budget over the years, I reckon.""",Colloquial-Standard,Subjective-Objective,query,movies,line,2,1
"""This is a line graph showing the average production budget over the years.""",Colloquial-Standard,Subjective-Objective,query,movies,line,3,1
"""This line graph represents the average production budget over the years.""",Colloquial-Standard,Subjective-Objective,query,movies,line,4,1
"""The line chart depicts the mean of the 'Average Production Budget' over the 'Release Year'.""",Colloquial-Standard,Subjective-Objective,query,movies,line,5,1
"""So, we got a line chart here, showing what the average production budget was each year, you know?""",Colloquial-Standard,Subjective-Objective,query,movies,line,1,2
"""This line chart here, it's showing the average production budget each year, I think.""",Colloquial-Standard,Subjective-Objective,query,movies,line,2,2
"""This line chart is showing the average production budget each year.""",Colloquial-Standard,Subjective-Objective,query,movies,line,3,2
"""The line chart here represents the average production budget each year.""",Colloquial-Standard,Subjective-Objective,query,movies,line,4,2
"""The line chart illustrates the mean of the 'Average Production Budget' over the 'Release Year'.""",Colloquial-Standard,Subjective-Objective,query,movies,line,5,2
