sentences,axes,ptypes,dnames,vids,scores
Please create a line chart. The x-axis should represent the 'Release Year' and the y-axis should represent the sum of 'Worldwide Gross'. Each 'Major Genre' should be represented by a different color.,Implicit-Explicit,command,movies,multiLine,4
Construct a line chart. The x-axis must be labeled as 'Release Year' and the y-axis must be labeled as the sum of 'Worldwide Gross'. Differentiate each 'Major Genre' by using a unique color for each.,Implicit-Explicit,command,movies,multiLine,5
A graph showing how much money each type of movie made each year.,Colloquial-Standard,query,movies,multiLine,1
A graph of total global earnings by movie genre per year.,Colloquial-Standard,query,movies,multiLine,2
"A chart showing the total worldwide earnings over the years, broken down by major movie genre.",Colloquial-Standard,query,movies,multiLine,3
"A line chart representing the cumulative worldwide gross income, categorized by major genre, over the years of release.",Colloquial-Standard,query,movies,multiLine,4
"A graphical representation of the aggregate 'Worldwide Gross' revenue, segregated by 'Major Genre', plotted over the 'Release Year'.",Colloquial-Standard,query,movies,multiLine,5
"A simple graph showing the total money made worldwide each year, grouped by the type of movie.",Non-technical-Technical,query,movies,multiLine,1
"A basic graph showing the total global earnings each year, categorized by the main genre of the film.",Non-technical-Technical,query,movies,multiLine,2
"A line graph representing the total global revenue per year, divided by the primary genre of the movie.",Non-technical-Technical,query,movies,multiLine,3
"A line graph illustrating the cumulative worldwide gross revenue over the release year, segmented by the major genre.",Non-technical-Technical,query,movies,multiLine,4
"A line chart delineating the aggregate of 'Worldwide Gross' revenue over the 'Release Year', stratified by 'Major Genre'.",Non-technical-Technical,query,movies,multiLine,5
I think this line chart showing the total worldwide gross income by major genre over different release years is really interesting.,Subjective-Objective,query,movies,multiLine,1
"In my opinion, this line chart of the total 'Worldwide Gross' over the 'Release Year' by 'Major Genre' is quite informative.",Subjective-Objective,query,movies,multiLine,2
This line chart seems to represent the sum of 'Worldwide Gross' over 'Release Year' by 'Major Genre'.,Subjective-Objective,query,movies,multiLine,3
This line chart represents the sum of 'Worldwide Gross' over 'Release Year' by 'Major Genre'.,Subjective-Objective,query,movies,multiLine,4
The line chart illustrates the sum of 'Worldwide Gross' over 'Release Year' by 'Major Genre'.,Subjective-Objective,query,movies,multiLine,5
Let's take a look at how the big genres have been doing globally over the years.,Implicit-Explicit,query,movies,multiLine,1
We're going to see a visual representation of how different genres have performed worldwide over time.,Implicit-Explicit,query,movies,multiLine,2
We have a line chart here that shows the total worldwide gross earnings by major genre over the years.,Implicit-Explicit,query,movies,multiLine,3
This is a line chart that represents the total 'Worldwide Gross' earnings for each 'Major Genre' over different 'Release Years'.,Implicit-Explicit,query,movies,multiLine,4
This line chart explicitly displays the sum of 'Worldwide Gross' earnings for each 'Major Genre' per 'Release Year'.,Implicit-Explicit,query,movies,multiLine,5
How's the total worldwide dough changing over the years for different big movie types?,Colloquial-Standard,question,movies,multiLine,1
How's the total 'Worldwide Gross' changing over the 'Release Year' for different 'Major Genres'?,Colloquial-Standard,question,movies,multiLine,2
How does the total 'Worldwide Gross' change over the 'Release Year' for different 'Major Genres'?,Colloquial-Standard,question,movies,multiLine,3
How does the aggregate of 'Worldwide Gross' change over the 'Release Year' for various 'Major Genres'?,Colloquial-Standard,question,movies,multiLine,4
How does the aggregate of 'Worldwide Gross' alter over the course of the 'Release Year' for various 'Major Genres'?,Colloquial-Standard,question,movies,multiLine,5
How does the total money made around the world change over the years for different types of movies?,Non-technical-Technical,question,movies,multiLine,1
How does the total earnings from all over the world change over time for different movie genres?,Non-technical-Technical,question,movies,multiLine,2
How does the total global revenue change over the release years for different major movie categories?,Non-technical-Technical,question,movies,multiLine,3
How does the aggregate of 'Worldwide Gross' evolve over 'Release Year' for various 'Major Genres'?,Non-technical-Technical,question,movies,multiLine,4
How does the cumulative 'Worldwide Gross' fluctuate over the 'Release Year' for disparate 'Major Genres'?,Non-technical-Technical,question,movies,multiLine,5
I'm really curious about how the total 'Worldwide Gross' shifts over the 'Release Year' for various 'Major Genres'. Don't you think it's fascinating?,Subjective-Objective,question,movies,multiLine,1
I feel like it would be interesting to see how the 'Worldwide Gross' changes over the 'Release Year' for different 'Major Genres'.,Subjective-Objective,question,movies,multiLine,2
It might be interesting to observe how the 'Worldwide Gross' changes over the 'Release Year' for different 'Major Genres'.,Subjective-Objective,question,movies,multiLine,3
One could examine how the 'Worldwide Gross' changes over the 'Release Year' for different 'Major Genres'.,Subjective-Objective,question,movies,multiLine,4
The data can show how the 'Worldwide Gross' changes over the 'Release Year' for different 'Major Genres'.,Subjective-Objective,question,movies,multiLine,5
What's the story with the total global earnings and their relationship with the year of release across various main genres?,Implicit-Explicit,question,movies,multiLine,1
Can you see any patterns in the total earnings worldwide in relation to the year of release for different major genres?,Implicit-Explicit,question,movies,multiLine,2
Is there a noticeable change in the total worldwide earnings based on the year of release for different major genres?,Implicit-Explicit,question,movies,multiLine,3
Can you provide information on how the total worldwide earnings change according to the year of release for different major genres?,Implicit-Explicit,question,movies,multiLine,4
Please provide a detailed analysis of the change in total worldwide earnings over the years of release for each major genre.,Implicit-Explicit,question,movies,multiLine,5
"Whip up a bar graph with ""Weight"" on the side-to-side line and the amount of data on the up-and-down line.",Colloquial-Standard,command,cars,histogram,1
"Make a bar graph with ""Weight"" on the horizontal line and the number of data on the vertical line.",Colloquial-Standard,command,cars,histogram,2
"Construct a bar chart with ""Weight"" on the x-axis and the count of data on the y-axis.",Colloquial-Standard,command,cars,histogram,3
"Please generate a bar chart with ""Weight"" as the x-axis and the data count as the y-axis.",Colloquial-Standard,command,cars,histogram,4
"It is requested to formulate a bar chart with ""Weight"" designated on the x-axis and the data count on the y-axis.",Colloquial-Standard,command,cars,histogram,5
"Make a simple graph with ""Weight"" going across and the number of data going up.",Non-technical-Technical,command,cars,histogram,1
"Draw a graph with ""Weight"" on the bottom line and the amount of data on the side line.",Non-technical-Technical,command,cars,histogram,2
"Construct a bar graph where ""Weight"" is on the horizontal line and the count of data is on the vertical line.",Non-technical-Technical,command,cars,histogram,3
"Generate a bar diagram where ""Weight"" is represented on the x-axis and the frequency of data is represented on the y-axis.",Non-technical-Technical,command,cars,histogram,4
"Fabricate a bar chart where the variable ""Weight"" is plotted on the abscissa and the data count is plotted on the ordinate.",Non-technical-Technical,command,cars,histogram,5
"I think you should make a bar chart with ""Weight"" on the x-axis and data count on the y-axis. It would look really good.",Subjective-Objective,command,cars,histogram,1
"I feel like a bar chart with ""Weight"" on the x-axis and data count on the y-axis would be a good idea.",Subjective-Objective,command,cars,histogram,2
"It might be beneficial to create a bar chart with ""Weight"" on the x-axis and data count on the y-axis.",Subjective-Objective,command,cars,histogram,3
